,Country,Cuisine,Unnamed: 1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 2,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 3,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
127,Canada,Canadian,pork,vegetable_oil,oyster,,,,,,,,,wheat,,,,,,,,,,,sesame_oil,,,,starch,soy_sauce,yeast,scallion,garlic,lard
128,Canada,Canadian,vinegar,beet,bell_pepper,kidney_bean,garlic,chicken,soy_sauce,,,,,green_bell_pepper,,,,,,,,,,,onion,,,,dill,chicken_broth,potato,black_pepper,celery,carrot
129,Canada,Canadian,tomato,,,,,,,,,,,beef,,,,,,,,,,,onion,,,,parmesan_cheese,macaroni,oregano,mozzarella_cheese,,
130,Canada,Canadian,olive_oil,oregano,macaroni,,,,,,,,,mushroom,,,,,,,,,,,shallot,,,,bacon,chicken_broth,black_pepper,parmesan_cheese,cured_pork,garlic
131,Canada,Canadian,butter,,,,,,,,,,,wheat,,,,,,,,,,,vanilla,,,,cayenne,cocoa,egg,milk,cream,
132,Canada,Canadian,lemon,,,,,,,,,,,squid,,,,,,,,,,,black_pepper,,,,oregano,vegetable_oil,wheat,,,
133,Canada,Canadian,turkey,,,,,,,,,,,marjoram,,,,,,,,,,,wheat,,,,thyme,black_pepper,sage,celery,rosemary,
134,Canada,Canadian,honey,,,,,,,,,,,cherry,,,,,,,,,,,pineapple,,,,,,,,,
135,Canada,Canadian,coffee,,,,,,,,,,,milk,,,,,,,,,,,,,,,,,,,,
136,Canada,Canadian,cocoa,,,,,,,,,,,butter,,,,,,,,,,,vanilla,,,,coffee,milk,,,,
137,Canada,Canadian,tomato,,,,,,,,,,,tabasco_pepper,,,,,,,,,,,black_pepper,,,,garlic,cream_cheese,basil,vegetable_oil,egg,cream
138,Canada,Canadian,tomato,,,,,,,,,,,vinegar,,,,,,,,,,,celery_oil,,,,beef,corn,black_pepper,garlic,chicken,mustard
139,Canada,Canadian,wheat,,,,,,,,,,,egg,,,,,,,,,,,cinnamon,,,,rhubarb,,,,,
140,Canada,Canadian,lamb,mint,,,,,,,,,,olive_oil,,,,,,,,,,,pepper,,,,thyme,nut,sage,macaroni,goat_cheese,vegetable_oil
141,Canada,Canadian,butter,,,,,,,,,,,chicken_liver,,,,,,,,,,,onion,,,,black_pepper,mace,sherry,,,
142,Canada,Canadian,egg,,,,,,,,,,,lard,,,,,,,,,,,wheat,,,,milk,blueberry,,,,
143,Canada,Canadian,mozzarella_cheese,,,,,,,,,,,green_bell_pepper,,,,,,,,,,,cayenne,,,,oregano,,,,,
144,Canada,Canadian,butter,,,,,,,,,,,cocoa,,,,,,,,,,,wheat,,,,peanut_butter,,,,,
145,Canada,Canadian,tomato,basil,garlic,oregano,mozzarella_cheese,chicken,cheddar_cheese,rosemary,banana,pork_sausage,,olive_oil,,,,,,,,,,,pepper,,,,wheat,onion,thyme,cheese,black_pepper,parmesan_cheese
146,Canada,Canadian,dill,,,,,,,,,,,lemon_juice,,,,,,,,,,,corn_flake,,,,black_pepper,garlic,vegetable_oil,chicken,egg,
147,Canada,Canadian,butter,carrot,garlic,oregano,basil,rosemary,milk,,,,,tomato,,,,,,,,,,,pepper,,,,onion,thyme,potato,chicken_broth,starch,celery
148,Canada,Canadian,cane_molasses,,,,,,,,,,,butter,,,,,,,,,,,wheat,,,,apple,yeast,oat,milk,,
149,Canada,Canadian,butter,egg,,,,,,,,,,lemon_juice,,,,,,,,,,,wheat,,,,ginger,buttermilk,brandy,bitter_orange,orange,lemon
150,Canada,Canadian,coriander,turmeric,,,,,,,,,,olive_oil,,,,,,,,,,,pepper,,,,onion,fenugreek,cumin,celery,carrot,pea
151,Canada,Canadian,tomato,oregano,mozzarella_cheese,rosemary,,,,,,,,pepper,,,,,,,,,,,green_bell_pepper,,,,mushroom,onion,beef,thyme,basil,macaroni
152,Canada,Canadian,pork,veal,garlic,egg,milk,,,,,,,wheat,,,,,,,,,,,onion,,,,yeast,black_pepper,starch,bacon,sage,celery
153,Canada,Canadian,coffee,,,,,,,,,,,wheat,,,,,,,,,,,cocoa,,,,vegetable_oil,milk,cream,,,
154,Canada,Canadian,butter,,,,,,,,,,,wheat,,,,,,,,,,,corn,,,,almond,milk,cocoa,egg,vanilla,cream
155,Canada,Canadian,butter,egg,milk,,,,,,,,,wheat,,,,,,,,,,,starch,,,,black_pepper,beer,garlic,cod,lard,vegetable_oil
156,Canada,Canadian,cocoa,,,,,,,,,,,orange_peel,,,,,,,,,,,pecan,,,,milk,,,,,
157,Canada,Canadian,vanilla,,,,,,,,,,,cacao,,,,,,,,,,,milk,,,,cream,,,,,
158,Canada,Canadian,tomato,garlic,cinnamon,,,,,,,,,olive_oil,,,,,,,,,,,pepper,,,,lemon_juice,onion,cayenne,cumin,squash,bean
159,Canada,Canadian,tomato,,,,,,,,,,,pepper,,,,,,,,,,,onion,,,,cured_pork,bell_pepper,vegetable_oil,,,
160,Canada,Canadian,butter,,,,,,,,,,,coconut,,,,,,,,,,,wheat,,,,walnut,cocoa,gelatin,milk,,
161,Canada,Canadian,cane_molasses,cinnamon,carrot,egg,milk,whole_grain_wheat_flour,,,,,,butter,,,,,,,,,,,wheat,,,,apple,vanilla,raisin,squash,oat,nutmeg
162,Canada,Canadian,orange,,,,,,,,,,,cherry,,,,,,,,,,,red_wine,,,,lemon,lime,,,,
163,Canada,Canadian,tomato,,,,,,,,,,,vinegar,,,,,,,,,,,celery_oil,,,,starch,soy_sauce,garlic,corn,,
164,Canada,Canadian,pepper,,,,,,,,,,,cheddar_cheese,,,,,,,,,,,egg,,,,bell_pepper,bread,,,,
165,Canada,Canadian,tomato,garlic,oregano,basil,beef_broth,pork_sausage,zucchini,,,,,dill,,,,,,,,,,,green_bell_pepper,,,,mushroom,onion,vinegar,parsley,fennel,carrot
166,Canada,Canadian,butter,,,,,,,,,,,cane_molasses,,,,,,,,,,,wheat,,,,vanilla,walnut,cocoa,,,
167,Canada,Canadian,cane_molasses,,,,,,,,,,,butter,,,,,,,,,,,wheat,,,,vanilla,cocoa,oat,egg,milk,
168,Canada,Canadian,butter,milk,,,,,,,,,,cane_molasses,,,,,,,,,,,wheat,,,,onion,vinegar,chicken_broth,cayenne,lobster,tamarind
169,Canada,Canadian,lemon_juice,,,,,,,,,,,onion,,,,,,,,,,,nut,,,,cayenne,cumin,parsley,celery,,
170,Canada,Canadian,cheddar_cheese,,,,,,,,,,,macaroni,,,,,,,,,,,milk,,,,mushroom,,,,,
171,Canada,Canadian,butter,,,,,,,,,,,wheat,,,,,,,,,,,cream,,,,,,,,,
172,Canada,Canadian,olive_oil,basil,macaroni,chicken,rosemary,pea,,,,,,mushroom,,,,,,,,,,,onion,,,,thyme,black_pepper,parmesan_cheese,milk,garlic,oregano
173,Canada,Canadian,tomato,oregano,basil,macaroni,chicken,nut,cream,,,,,olive_oil,,,,,,,,,,,onion,,,,cheese,chicken_broth,parsley,parmesan_cheese,white_wine,garlic
174,Canada,Canadian,cane_molasses,,,,,,,,,,,caraway,,,,,,,,,,,wheat,,,,yeast,raisin,seed,lard,,
175,Canada,Canadian,coriander,vegetable_oil,turmeric,egg,bread,,,,,,,fenugreek,,,,,,,,,,,pepper,,,,lemon_juice,wheat,cumin,scallion,swiss_cheese,crab
176,Canada,Canadian,olive_oil,,,,,,,,,,,pork,,,,,,,,,,,lemon_juice,,,,beef,marjoram,garlic,bell_pepper,oregano,rosemary
177,Canada,Canadian,vegetable_oil,,,,,,,,,,,pepper,,,,,,,,,,,onion,,,,beef,potato,,,,
178,Canada,Canadian,cocoa,,,,,,,,,,,coffee,,,,,,,,,,,milk,,,,vanilla,cream,,,,
179,Canada,Canadian,cane_molasses,,,,,,,,,,,wheat,,,,,,,,,,,raisin,,,,nutmeg,cinnamon,lard,,,
180,Canada,Canadian,wheat,,,,,,,,,,,vanilla,,,,,,,,,,,walnut,,,,buttermilk,cinnamon,vegetable_oil,egg,banana,
181,Canada,Canadian,olive_oil,black_pepper,cilantro,garlic,bell_pepper,oregano,,,,,,pepper,,,,,,,,,,,lemon_juice,,,,beef,cayenne,soy_sauce,orange_juice,lime_juice,cumin
182,Canada,Canadian,butter,bell_pepper,tomato,chicken,red_kidney_bean,,,,,,,olive_oil,,,,,,,,,,,pepper,,,,onion,cayenne,cumin,celery,carrot,garlic
183,Canada,Canadian,cream_cheese,vegetable_oil,chicken,rosemary,bread,,,,,,,thyme,,,,,,,,,,,egg,,,,black_pepper,parmesan_cheese,garlic,bell_pepper,oregano,basil
